filepath,pseudo_label,distance
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.632878,45.422972.jpg",0,60.633495
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.741439,45.386238.jpg",0,40.789978
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.765259,45.460676.jpg",0,37.655853
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.730346,45.619184.jpg",0,45.147038
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.038454,49.20229.jpg",0,50.53791
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.539532,45.572565.jpg",0,54.334946
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.604616,43.749574.jpg",0,41.53246
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-113.957733,50.92315.jpg",0,63.048546
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.831757,45.634934.jpg",0,59.80714
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.815828,45.4916.jpg",0,38.565342
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.02116,49.238201.jpg",0,55.87327
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.686838,43.679121.jpg",0,58.936073
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.665218,45.435011.jpg",0,45.428978
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.412855,43.7716.jpg",0,48.367767
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.301784,43.798796.jpg",0,46.77425
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.838449,45.595431.jpg",0,47.92338
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.491521,45.439807.jpg",0,44.94448
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.650085,45.488572.jpg",0,42.844807
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-75.765026,45.339442.jpg",0,59.995903
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.066889,49.170782.jpg",0,51.08394
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-73.826657,45.497402.jpg",0,37.568146
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.892107,49.25704.jpg",0,59.91378
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-122.746857,49.186736.jpg",0,35.049793
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.35241,43.768929.jpg",0,51.25417
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.478624,43.755785.jpg",0,42.046078
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.084647,49.209062.jpg",0,54.21697
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-79.432816,43.860335.jpg",0,41.888466
"/home/maelys/ensta3A/computer_vision/train/nowildfire/-123.146487,49.249335.jpg",0,49.940155
